age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
44,technician,divorced,secondary,no,2897,no,yes,cellular,5,aug,1,-1,0,unknown,no
50,admin.,married,unknown,no,1421,yes,no,cellular,8,may,1,168,2,failure,no
28,services,single,secondary,no,1522,yes,yes,cellular,23,jul,3,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,2965,no,yes,cellular,5,feb,7,196,3,failure,no
44,management,divorced,tertiary,no,1431,no,no,unknown,20,jun,2,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,3144,yes,no,cellular,12,may,1,-1,0,unknown,no
56,services,married,secondary,no,1410,no,yes,cellular,9,jul,1,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,5785,no,no,unknown,9,jun,4,-1,0,unknown,no
33,management,married,tertiary,no,2803,yes,yes,unknown,21,may,1,-1,0,unknown,no
43,management,married,tertiary,no,1732,no,yes,unknown,6,jun,3,-1,0,unknown,no
57,admin.,married,secondary,no,2350,yes,no,cellular,17,apr,1,151,1,failure,no
34,technician,single,tertiary,no,2447,no,no,cellular,27,aug,7,-1,0,unknown,no
37,admin.,single,secondary,no,2345,yes,no,cellular,11,may,2,-1,0,unknown,no
38,technician,divorced,secondary,no,1055,yes,no,unknown,2,jun,8,-1,0,unknown,no
38,technician,single,secondary,no,1534,no,no,cellular,29,aug,6,-1,0,unknown,no
38,management,single,tertiary,no,2178,no,yes,unknown,4,jul,3,-1,0,unknown,no
59,retired,married,secondary,no,1512,no,no,cellular,14,jul,2,-1,0,unknown,no
44,unemployed,divorced,tertiary,no,269,no,no,cellular,29,aug,4,-1,0,unknown,no
57,technician,married,secondary,no,1696,yes,no,cellular,29,jan,3,183,3,failure,no
34,admin.,married,secondary,no,2456,yes,no,cellular,17,jul,1,-1,0,unknown,no
60,retired,married,primary,no,4824,yes,no,cellular,3,feb,3,265,2,failure,no
48,technician,married,tertiary,no,1764,yes,yes,cellular,5,may,1,-1,0,unknown,no
51,self-employed,married,primary,no,1915,yes,no,unknown,27,may,4,-1,0,unknown,no
60,management,married,secondary,no,1437,no,no,cellular,18,aug,11,-1,0,unknown,no
28,admin.,single,secondary,no,1854,no,no,cellular,30,jul,3,-1,0,unknown,no
32,blue-collar,single,secondary,yes,1437,yes,no,unknown,23,may,3,-1,0,unknown,no
61,retired,married,primary,no,1388,yes,no,cellular,27,aug,4,-1,0,unknown,no
50,management,divorced,secondary,no,3039,yes,no,unknown,29,may,1,-1,0,unknown,no
53,technician,divorced,tertiary,no,1429,no,no,cellular,28,aug,7,-1,0,unknown,no
54,management,divorced,tertiary,no,1481,yes,no,unknown,12,jun,3,-1,0,unknown,no
51,management,married,secondary,no,1859,yes,no,unknown,4,jun,2,-1,0,unknown,no
51,entrepreneur,married,primary,no,2120,no,no,unknown,19,jun,1,-1,0,unknown,no
32,services,married,secondary,no,3227,yes,no,cellular,18,may,2,-1,0,unknown,no
41,technician,single,tertiary,no,7226,no,no,cellular,2,feb,3,-1,0,unknown,no
35,technician,married,tertiary,no,434,yes,yes,cellular,15,jul,3,-1,0,unknown,no
49,admin.,married,secondary,no,2480,yes,no,unknown,6,jun,3,-1,0,unknown,no
30,student,single,secondary,no,1874,no,no,cellular,16,mar,13,-1,0,unknown,no
43,services,married,secondary,no,1529,yes,yes,unknown,13,may,7,-1,0,unknown,no
53,admin.,divorced,secondary,no,1886,yes,no,unknown,19,may,1,-1,0,unknown,no
56,management,married,tertiary,no,4392,yes,no,cellular,20,nov,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1436,yes,yes,cellular,28,jul,12,-1,0,unknown,no
36,admin.,married,secondary,no,1568,yes,no,unknown,23,may,1,-1,0,unknown,no
31,technician,married,secondary,no,1509,yes,no,cellular,28,jul,6,-1,0,unknown,no
53,admin.,married,secondary,no,4449,no,no,unknown,17,jun,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,2078,no,no,cellular,26,aug,4,-1,0,unknown,no
45,services,married,secondary,no,2402,yes,yes,unknown,26,may,2,-1,0,unknown,no
34,admin.,divorced,secondary,yes,1399,yes,yes,cellular,18,may,3,363,2,other,no
43,blue-collar,married,secondary,no,2864,no,no,unknown,5,jun,1,-1,0,unknown,no
46,admin.,single,secondary,no,3944,no,no,unknown,19,jun,1,-1,0,unknown,no
38,services,married,secondary,no,2747,yes,no,unknown,6,jun,4,-1,0,unknown,no
49,management,divorced,tertiary,no,2564,no,yes,cellular,15,jul,2,-1,0,unknown,no
53,blue-collar,married,primary,no,2308,no,no,cellular,8,aug,2,-1,0,unknown,no
44,technician,married,secondary,no,1487,no,no,cellular,29,aug,12,-1,0,unknown,no
51,admin.,married,primary,no,1688,yes,no,cellular,15,may,3,-1,0,unknown,no
40,technician,married,secondary,no,1520,no,no,cellular,28,aug,4,-1,0,unknown,no
60,admin.,married,secondary,no,2674,no,no,telephone,4,feb,3,-1,0,unknown,no
54,entrepreneur,married,secondary,no,1513,no,no,cellular,7,aug,2,-1,0,unknown,no
33,admin.,married,secondary,no,1499,yes,no,cellular,29,jul,5,-1,0,unknown,no
60,management,single,tertiary,no,1815,no,yes,cellular,28,jul,3,-1,0,unknown,no
32,management,married,tertiary,no,1637,no,no,cellular,19,aug,4,-1,0,unknown,no
29,housemaid,married,secondary,no,6364,yes,yes,telephone,23,jul,3,-1,0,unknown,no
37,admin.,married,tertiary,no,2690,yes,no,cellular,2,feb,2,-1,0,unknown,no
33,technician,married,secondary,no,1594,no,no,cellular,27,aug,3,-1,0,unknown,no
44,management,single,secondary,no,11115,no,no,cellular,5,aug,2,-1,0,unknown,no
41,services,married,secondary,no,1543,yes,no,cellular,31,jul,5,-1,0,unknown,no
33,admin.,single,secondary,no,974,yes,no,unknown,28,may,2,-1,0,unknown,no
38,management,single,tertiary,no,2978,yes,no,cellular,8,may,3,170,1,failure,no
41,management,single,tertiary,no,1478,yes,no,cellular,16,apr,2,-1,0,unknown,no
39,admin.,single,secondary,no,1196,yes,no,cellular,20,apr,1,-1,0,unknown,no
56,technician,divorced,secondary,no,2629,yes,no,cellular,30,jan,1,-1,0,unknown,no
54,management,married,secondary,no,927,yes,no,cellular,22,jul,4,-1,0,unknown,no
57,services,married,secondary,no,1467,no,yes,cellular,13,aug,2,-1,0,unknown,no
61,blue-collar,married,primary,no,4324,no,no,unknown,20,jun,3,-1,0,unknown,no
50,technician,married,secondary,no,1506,yes,yes,cellular,17,nov,1,-1,0,unknown,no
36,management,married,tertiary,no,2537,yes,yes,cellular,21,nov,1,-1,0,unknown,no
47,unknown,married,primary,no,1499,no,no,unknown,11,jun,1,-1,0,unknown,no
38,management,divorced,tertiary,no,904,no,no,cellular,28,aug,4,-1,0,unknown,no
80,housemaid,married,secondary,no,1923,no,no,telephone,16,mar,4,-1,0,unknown,no
44,admin.,married,secondary,no,1022,yes,no,cellular,11,may,1,308,4,failure,no
36,admin.,married,secondary,no,2030,yes,no,cellular,4,jun,1,-1,0,unknown,no
43,management,married,tertiary,no,4433,yes,no,cellular,14,jul,3,-1,0,unknown,no
34,technician,single,secondary,no,1691,yes,no,cellular,13,may,2,268,2,other,no
34,blue-collar,single,primary,no,2303,no,yes,cellular,29,jul,8,-1,0,unknown,no
32,blue-collar,married,primary,no,1401,yes,yes,telephone,22,jul,2,-1,0,unknown,no
55,services,divorced,secondary,no,1420,no,no,cellular,12,mar,2,-1,0,unknown,yes
62,unemployed,divorced,secondary,no,1803,yes,no,cellular,4,feb,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,1423,yes,no,cellular,8,may,2,-1,0,unknown,no
48,management,single,tertiary,no,1484,no,yes,cellular,17,nov,1,152,1,failure,no
59,management,married,secondary,no,1593,no,no,cellular,17,aug,1,-1,0,unknown,no
58,admin.,married,secondary,no,2781,yes,no,cellular,17,nov,2,165,2,other,no
50,technician,married,secondary,no,8523,no,no,cellular,6,aug,2,-1,0,unknown,no
32,unemployed,married,primary,no,3210,no,no,cellular,19,oct,1,-1,0,unknown,no
62,self-employed,single,tertiary,no,1599,no,yes,cellular,29,jul,4,-1,0,unknown,no
50,blue-collar,married,primary,no,2502,no,yes,cellular,18,nov,1,172,8,failure,no
44,blue-collar,married,secondary,no,1768,yes,no,cellular,11,may,3,-1,0,unknown,no
40,technician,single,tertiary,no,1630,no,no,cellular,20,aug,3,-1,0,unknown,no
25,student,single,secondary,no,2433,no,no,telephone,19,jun,9,-1,0,unknown,no
30,admin.,married,secondary,no,1323,yes,no,cellular,29,jan,1,225,2,success,no
34,technician,married,secondary,no,1583,yes,yes,cellular,8,aug,3,-1,0,unknown,no
37,management,single,secondary,no,1572,yes,no,cellular,29,jan,1,-1,0,unknown,no
57,retired,married,secondary,no,1664,no,no,cellular,19,aug,2,-1,0,unknown,no
33,admin.,married,secondary,no,1508,yes,yes,cellular,18,nov,3,-1,0,unknown,no
41,technician,married,secondary,no,1629,no,no,cellular,24,aug,2,94,2,success,no
54,retired,married,secondary,no,2104,no,yes,unknown,9,jun,1,-1,0,unknown,no
53,blue-collar,married,primary,no,1613,yes,no,cellular,13,may,1,370,1,failure,no
44,technician,single,tertiary,no,987,yes,no,cellular,12,may,5,292,3,failure,no
36,blue-collar,married,primary,no,1571,no,no,cellular,24,jul,1,-1,0,unknown,no
42,services,married,secondary,no,1423,no,no,cellular,4,jun,1,-1,0,unknown,no
47,self-employed,married,secondary,no,2123,no,no,cellular,30,apr,2,176,1,success,no
59,retired,married,primary,no,4345,no,yes,telephone,30,jul,5,-1,0,unknown,no
53,retired,divorced,secondary,no,1775,yes,no,unknown,30,may,2,-1,0,unknown,no
36,technician,married,tertiary,no,1633,no,no,cellular,20,aug,3,-1,0,unknown,yes
33,technician,single,secondary,no,1557,no,no,cellular,22,aug,2,-1,0,unknown,no
64,management,married,tertiary,no,1470,no,no,cellular,13,oct,3,-1,0,unknown,no
29,services,single,secondary,no,1745,yes,no,unknown,23,may,10,-1,0,unknown,no
59,blue-collar,married,primary,no,3109,no,yes,unknown,20,jun,4,-1,0,unknown,no
61,retired,married,primary,no,1561,no,no,cellular,14,aug,2,-1,0,unknown,no
32,management,single,tertiary,no,8011,no,no,cellular,30,mar,3,-1,0,unknown,no
36,services,married,secondary,no,1500,yes,no,cellular,14,jul,4,-1,0,unknown,no
50,blue-collar,married,secondary,no,2352,yes,no,cellular,13,may,2,-1,0,unknown,no
37,technician,divorced,secondary,no,1731,no,no,cellular,22,aug,2,-1,0,unknown,no
41,blue-collar,married,primary,no,5124,yes,no,unknown,16,jun,1,-1,0,unknown,no
50,management,married,primary,no,2015,no,no,cellular,5,mar,6,-1,0,unknown,no
39,technician,married,tertiary,no,1408,yes,no,cellular,17,nov,1,-1,0,unknown,no
61,retired,married,secondary,no,2571,no,no,unknown,9,jun,2,-1,0,unknown,no
35,admin.,married,tertiary,no,1489,no,yes,cellular,4,may,2,-1,0,unknown,no
49,admin.,married,secondary,no,1522,yes,yes,cellular,14,jul,2,-1,0,unknown,no
39,management,single,tertiary,no,2233,yes,no,cellular,7,may,1,-1,0,unknown,no
53,self-employed,married,tertiary,no,2254,no,no,cellular,31,jul,3,-1,0,unknown,no
58,management,divorced,tertiary,no,1884,no,no,unknown,28,may,3,-1,0,unknown,no
31,admin.,single,secondary,no,2558,yes,no,unknown,8,may,2,-1,0,unknown,no
38,services,single,secondary,no,1877,yes,yes,unknown,17,jun,2,-1,0,unknown,no
69,retired,married,unknown,no,2174,no,no,telephone,4,may,2,-1,0,unknown,no
34,management,single,tertiary,no,4142,no,no,cellular,28,aug,4,-1,0,unknown,no
51,technician,married,secondary,no,14065,no,no,cellular,13,aug,8,-1,0,unknown,no
51,admin.,married,secondary,no,14754,no,yes,telephone,8,jul,2,-1,0,unknown,no
41,admin.,single,tertiary,no,4110,yes,no,unknown,17,jun,1,-1,0,unknown,no
55,technician,married,primary,no,8328,yes,no,cellular,19,nov,1,-1,0,unknown,no
51,unemployed,married,tertiary,no,1016,yes,no,cellular,20,nov,3,185,7,failure,no
55,technician,married,secondary,no,1489,no,no,cellular,22,aug,9,-1,0,unknown,no
28,admin.,single,secondary,no,2290,no,no,cellular,30,jan,1,2,2,other,no
60,blue-collar,married,secondary,no,1682,no,yes,telephone,31,jul,13,-1,0,unknown,no
35,blue-collar,single,secondary,no,1440,no,no,cellular,30,jan,2,207,1,failure,no
28,management,single,secondary,no,1482,no,no,cellular,28,jul,4,-1,0,unknown,no
36,admin.,married,tertiary,no,1441,yes,no,cellular,15,oct,1,69,2,failure,no
61,housemaid,married,primary,no,1399,no,no,cellular,27,aug,11,-1,0,unknown,no
43,housemaid,single,secondary,no,1632,no,no,cellular,9,jul,2,-1,0,unknown,no
33,blue-collar,single,primary,no,896,yes,no,unknown,29,may,4,-1,0,unknown,no
42,self-employed,single,tertiary,no,4293,no,no,cellular,2,jun,3,-1,0,unknown,no
53,services,divorced,secondary,no,1935,yes,no,telephone,17,nov,1,-1,0,unknown,no
43,technician,single,secondary,no,3105,yes,no,unknown,2,jun,2,-1,0,unknown,no
45,management,single,secondary,yes,253,yes,yes,cellular,18,jul,4,-1,0,unknown,no
59,management,married,tertiary,no,1773,no,no,cellular,7,aug,2,-1,0,unknown,no
47,technician,married,secondary,no,3180,no,no,cellular,23,oct,1,-1,0,unknown,no
41,blue-collar,married,primary,no,2302,yes,no,cellular,19,nov,6,-1,0,unknown,no
42,admin.,married,secondary,no,2839,yes,yes,unknown,26,may,2,-1,0,unknown,no
30,technician,single,tertiary,no,1842,no,no,cellular,2,mar,2,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,1823,no,no,cellular,1,sep,1,-1,0,unknown,no
58,blue-collar,married,primary,no,1915,yes,no,unknown,9,may,1,-1,0,unknown,no
52,self-employed,divorced,tertiary,no,1475,yes,no,cellular,20,apr,1,-1,0,unknown,yes
35,blue-collar,single,secondary,no,3594,yes,no,cellular,2,mar,2,-1,0,unknown,no
45,technician,divorced,secondary,no,2836,yes,no,telephone,28,jul,3,-1,0,unknown,no
38,technician,single,secondary,no,3266,yes,no,cellular,4,feb,1,273,1,failure,no
53,blue-collar,married,primary,no,6451,no,yes,unknown,16,jun,7,-1,0,unknown,no
47,admin.,married,secondary,no,2056,yes,no,cellular,20,aug,9,-1,0,unknown,no
52,management,married,tertiary,no,1318,no,yes,unknown,25,jun,1,-1,0,unknown,no
39,admin.,single,secondary,no,2201,no,no,cellular,20,aug,1,-1,0,unknown,no
61,management,divorced,tertiary,no,9230,yes,no,cellular,21,nov,1,-1,0,unknown,no
32,admin.,single,secondary,no,1581,yes,no,cellular,21,nov,1,-1,0,unknown,no
40,technician,married,secondary,no,5526,yes,no,cellular,19,nov,2,177,5,failure,no
31,services,married,secondary,no,1808,yes,no,unknown,28,may,1,-1,0,unknown,no
59,retired,married,primary,no,1023,yes,no,cellular,4,feb,1,190,6,failure,no
55,admin.,married,secondary,no,1528,no,yes,cellular,21,aug,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,1416,no,no,cellular,5,may,1,168,4,failure,no
42,management,married,secondary,no,2061,yes,no,cellular,17,apr,2,256,1,failure,no
53,entrepreneur,divorced,tertiary,no,1429,yes,yes,cellular,20,apr,5,-1,0,unknown,no
41,management,divorced,tertiary,no,4978,no,yes,cellular,18,aug,3,-1,0,unknown,no
46,admin.,married,secondary,no,1661,yes,no,cellular,9,jul,1,-1,0,unknown,no
60,blue-collar,married,primary,no,2193,yes,no,cellular,15,may,2,-1,0,unknown,no
56,services,married,unknown,no,1805,no,yes,cellular,19,nov,1,152,1,success,no
36,admin.,married,tertiary,no,3967,yes,yes,cellular,25,sep,1,-1,0,unknown,no
40,student,single,tertiary,no,2282,no,no,cellular,27,feb,2,-1,0,unknown,no
59,management,married,tertiary,no,3894,no,no,cellular,11,aug,2,-1,0,unknown,no
47,management,divorced,tertiary,no,2455,no,no,unknown,18,jun,1,-1,0,unknown,no
43,blue-collar,married,primary,no,1519,no,no,cellular,23,jul,5,-1,0,unknown,no
55,technician,married,tertiary,no,1923,yes,no,unknown,11,jun,1,-1,0,unknown,no
56,retired,married,secondary,no,1665,yes,yes,unknown,26,may,1,-1,0,unknown,no
43,technician,married,tertiary,no,2030,yes,no,cellular,9,jul,1,-1,0,unknown,no
44,management,single,tertiary,no,12412,no,no,cellular,4,may,3,-1,0,unknown,no
50,blue-collar,married,secondary,no,1577,yes,no,unknown,6,may,1,-1,0,unknown,no
33,technician,single,tertiary,no,1875,no,no,cellular,4,feb,3,-1,0,unknown,no
39,services,divorced,secondary,no,1884,yes,no,cellular,2,feb,1,-1,0,unknown,no
31,self-employed,married,tertiary,no,1659,yes,no,cellular,18,jul,4,-1,0,unknown,no
42,management,married,tertiary,no,2460,yes,no,unknown,12,jun,1,-1,0,unknown,no
54,services,married,secondary,no,1872,no,no,cellular,26,aug,17,-1,0,unknown,no
59,management,married,tertiary,no,4884,yes,no,unknown,16,may,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,2907,yes,no,telephone,28,jul,6,-1,0,unknown,no
45,technician,single,tertiary,yes,1480,no,no,cellular,29,aug,4,-1,0,unknown,no
59,housemaid,married,secondary,no,1664,yes,no,telephone,10,jul,1,-1,0,unknown,no
31,self-employed,married,tertiary,no,5453,yes,no,unknown,3,jun,4,-1,0,unknown,no
37,blue-collar,married,primary,no,1918,yes,no,cellular,14,may,1,-1,0,unknown,no
57,management,married,tertiary,no,1646,yes,no,cellular,8,aug,6,-1,0,unknown,no
30,admin.,married,secondary,no,1376,yes,no,cellular,30,jan,3,256,3,other,no
56,technician,married,secondary,no,3836,no,yes,cellular,13,aug,2,-1,0,unknown,no
46,blue-collar,married,primary,no,557,yes,no,telephone,10,jul,1,-1,0,unknown,no
51,management,married,tertiary,no,1738,no,no,cellular,6,aug,4,-1,0,unknown,no
52,blue-collar,married,primary,no,1399,no,no,cellular,11,aug,5,-1,0,unknown,no
60,retired,single,secondary,no,3039,no,yes,cellular,4,feb,6,274,4,failure,no
43,blue-collar,married,primary,no,2251,yes,no,unknown,15,may,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,2103,yes,no,cellular,14,may,2,370,1,failure,no
40,blue-collar,single,secondary,no,1444,yes,no,unknown,7,may,1,-1,0,unknown,no
35,technician,single,secondary,no,1712,no,no,cellular,25,aug,6,-1,0,unknown,no
50,management,divorced,tertiary,no,1963,yes,no,cellular,14,may,1,363,2,other,no
68,retired,married,secondary,no,6201,no,no,cellular,13,aug,3,-1,0,unknown,no
52,admin.,divorced,secondary,no,2239,no,no,cellular,28,jul,2,363,4,failure,no
30,technician,married,secondary,no,1752,yes,yes,cellular,29,jan,1,261,1,failure,no
33,technician,single,tertiary,no,2117,no,no,cellular,11,aug,4,-1,0,unknown,no
34,management,married,tertiary,no,2067,yes,no,cellular,22,jul,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,1503,no,no,unknown,14,may,2,-1,0,unknown,no
34,management,single,tertiary,no,1952,yes,no,cellular,11,may,2,361,1,other,no
36,management,single,tertiary,no,1422,no,no,cellular,5,feb,1,-1,0,unknown,no
47,technician,married,secondary,no,2830,no,no,cellular,11,aug,2,-1,0,unknown,no
48,blue-collar,married,primary,no,1645,no,no,cellular,8,aug,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,1567,yes,no,unknown,9,may,1,-1,0,unknown,no
44,blue-collar,married,primary,no,1421,yes,no,cellular,17,jul,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1426,no,no,cellular,18,aug,3,-1,0,unknown,no
49,blue-collar,divorced,secondary,yes,861,yes,no,cellular,30,jul,2,-1,0,unknown,no
40,technician,single,tertiary,no,1419,yes,no,cellular,1,jun,1,-1,0,unknown,no
42,management,single,secondary,no,1611,yes,no,unknown,16,may,11,-1,0,unknown,no
38,management,married,tertiary,no,28783,yes,no,unknown,3,jun,2,-1,0,unknown,no
56,admin.,married,secondary,no,2334,yes,no,cellular,17,nov,1,-1,0,unknown,no
43,services,married,secondary,no,1671,no,no,cellular,21,jul,9,-1,0,unknown,no
50,services,single,unknown,no,6608,yes,no,unknown,16,jun,1,-1,0,unknown,no
27,services,single,secondary,no,1559,no,no,cellular,21,jul,11,-1,0,unknown,no
49,services,married,secondary,no,1495,no,yes,cellular,21,jul,15,-1,0,unknown,no
38,management,married,tertiary,no,2980,no,no,cellular,7,aug,2,-1,0,unknown,no
51,admin.,married,secondary,no,1480,yes,yes,cellular,29,jul,7,-1,0,unknown,no
33,technician,married,secondary,no,1498,yes,yes,cellular,28,jan,1,223,9,other,no
46,management,divorced,tertiary,no,1512,no,no,cellular,10,aug,1,-1,0,unknown,no
49,management,single,tertiary,no,1962,no,no,cellular,21,aug,4,-1,0,unknown,no
36,technician,married,tertiary,no,2110,yes,yes,unknown,2,jun,1,-1,0,unknown,no
30,management,married,tertiary,no,5094,no,yes,cellular,8,jul,2,-1,0,unknown,no
34,management,single,tertiary,no,2621,yes,no,telephone,28,jan,2,-1,0,unknown,no
50,services,married,secondary,no,1537,yes,no,telephone,20,apr,4,-1,0,unknown,no
40,management,married,tertiary,no,1474,no,no,cellular,29,aug,4,-1,0,unknown,no
42,services,married,primary,no,1498,no,no,unknown,26,may,3,-1,0,unknown,no
49,admin.,divorced,secondary,no,1612,no,yes,cellular,23,jul,1,-1,0,unknown,no
44,services,married,secondary,no,1987,yes,no,unknown,30,may,1,-1,0,unknown,no
54,blue-collar,married,primary,no,1529,no,no,unknown,9,jun,3,-1,0,unknown,no
36,technician,single,secondary,no,2604,no,no,cellular,8,aug,2,-1,0,unknown,no
58,management,married,tertiary,no,2360,yes,yes,cellular,4,feb,4,7,7,other,no
52,management,married,tertiary,no,1615,yes,no,cellular,4,nov,5,85,5,other,no
51,management,single,tertiary,no,2067,no,no,cellular,28,aug,9,-1,0,unknown,no
48,management,married,tertiary,no,1516,no,no,unknown,7,may,2,-1,0,unknown,no
61,self-employed,married,tertiary,no,5252,no,yes,cellular,9,jul,1,-1,0,unknown,no
41,management,single,secondary,no,1602,no,no,cellular,29,aug,2,-1,0,unknown,no
41,blue-collar,married,primary,no,1471,no,no,cellular,13,aug,1,-1,0,unknown,no
59,housemaid,married,primary,no,8505,no,no,unknown,6,jun,3,-1,0,unknown,no
39,technician,single,secondary,no,1401,no,no,cellular,4,aug,2,-1,0,unknown,no
55,unknown,married,unknown,no,1430,no,no,telephone,28,jan,1,-1,0,unknown,no
24,student,single,unknown,no,1466,no,no,cellular,3,jul,3,-1,0,unknown,no
44,unemployed,married,secondary,no,9619,yes,no,unknown,30,may,1,-1,0,unknown,no
33,admin.,married,secondary,no,1868,yes,no,cellular,7,dec,1,185,2,failure,no
45,technician,married,secondary,no,1744,no,no,cellular,25,aug,6,-1,0,unknown,no
38,technician,married,secondary,no,1669,no,no,cellular,31,aug,1,-1,0,unknown,no
41,admin.,divorced,secondary,no,1625,yes,no,cellular,30,jul,6,-1,0,unknown,no
47,services,married,secondary,no,580,yes,no,unknown,28,may,1,-1,0,unknown,no
36,management,married,tertiary,no,3320,yes,no,cellular,14,jul,3,-1,0,unknown,no
38,technician,married,tertiary,no,2284,no,no,cellular,28,aug,6,-1,0,unknown,no
55,entrepreneur,married,unknown,no,1497,no,no,cellular,20,nov,1,-1,0,unknown,no
31,technician,married,tertiary,no,1538,yes,no,unknown,20,may,2,-1,0,unknown,no
38,management,married,tertiary,no,1818,yes,no,cellular,20,apr,2,-1,0,unknown,no
78,retired,married,primary,no,4075,no,no,telephone,9,feb,12,-1,0,unknown,no
30,admin.,single,secondary,no,1699,yes,no,cellular,31,jul,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,1515,no,no,cellular,12,may,1,363,1,failure,no
27,admin.,single,tertiary,no,1722,no,no,cellular,26,may,1,-1,0,unknown,no
56,management,divorced,tertiary,no,4642,no,no,cellular,14,aug,2,-1,0,unknown,no
45,blue-collar,married,unknown,yes,706,yes,no,unknown,30,may,3,-1,0,unknown,no
52,self-employed,divorced,tertiary,no,1474,yes,no,unknown,28,may,2,-1,0,unknown,no
56,retired,married,secondary,no,5096,no,no,unknown,11,jun,3,-1,0,unknown,no
35,technician,single,secondary,no,6641,no,no,cellular,7,aug,3,-1,0,unknown,no
26,management,single,tertiary,no,1577,no,no,cellular,3,jul,2,-1,0,unknown,no
57,retired,married,primary,no,5843,no,no,cellular,5,aug,4,-1,0,unknown,no
37,admin.,single,tertiary,no,1495,no,yes,cellular,30,apr,1,-1,0,unknown,no
59,management,married,tertiary,no,1422,yes,no,cellular,21,nov,1,-1,0,unknown,no
50,management,married,tertiary,no,1810,no,no,cellular,18,nov,1,-1,0,unknown,no
35,management,married,tertiary,no,3551,no,no,cellular,20,nov,1,-1,0,unknown,no
34,technician,single,tertiary,no,2612,yes,yes,cellular,11,aug,1,-1,0,unknown,no
29,technician,single,secondary,no,1522,yes,no,cellular,25,jul,3,-1,0,unknown,no
60,blue-collar,divorced,secondary,no,1832,no,no,unknown,25,jun,2,-1,0,unknown,no
59,admin.,divorced,primary,no,1738,yes,no,cellular,15,may,1,368,2,failure,no
34,management,married,tertiary,no,1419,no,no,cellular,19,nov,1,-1,0,unknown,no
49,unemployed,married,primary,no,1589,yes,no,telephone,30,jan,1,241,1,other,no
32,self-employed,married,secondary,no,1555,no,yes,unknown,17,jul,1,85,5,other,no
33,blue-collar,single,secondary,no,1207,yes,no,unknown,30,may,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,1575,yes,no,unknown,23,may,1,-1,0,unknown,no
40,services,married,secondary,no,1220,yes,no,unknown,28,may,2,-1,0,unknown,no
51,blue-collar,married,primary,no,2421,yes,no,unknown,12,jun,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1734,yes,no,unknown,5,jun,3,-1,0,unknown,no
45,management,divorced,tertiary,no,2044,no,no,cellular,13,may,1,363,22,failure,no
35,technician,single,tertiary,no,1493,no,no,telephone,29,aug,2,-1,0,unknown,no
58,admin.,married,secondary,no,3158,yes,no,unknown,29,may,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,12379,yes,no,cellular,15,may,2,-1,0,unknown,no
59,services,single,primary,no,5195,yes,no,telephone,13,may,2,-1,0,unknown,no
24,admin.,single,secondary,no,5530,no,yes,cellular,19,aug,1,-1,0,unknown,no
39,admin.,married,tertiary,no,1423,yes,no,cellular,17,nov,2,119,1,failure,no
83,retired,married,secondary,no,1416,no,no,cellular,19,aug,5,-1,0,unknown,no
33,services,married,secondary,no,1823,yes,no,unknown,13,may,1,-1,0,unknown,no
45,self-employed,married,secondary,no,2052,yes,no,cellular,17,nov,1,131,1,failure,no
42,admin.,single,secondary,no,3792,yes,no,unknown,2,jun,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,1753,yes,yes,cellular,31,jul,50,-1,0,unknown,no
36,management,married,tertiary,no,1648,yes,no,unknown,8,may,1,-1,0,unknown,no
29,unemployed,single,tertiary,no,1514,no,no,cellular,3,feb,2,-1,0,unknown,no
43,management,married,tertiary,no,1639,yes,no,unknown,5,jun,3,-1,0,unknown,no
50,technician,married,secondary,no,1511,no,no,unknown,9,jun,6,-1,0,unknown,no
53,self-employed,married,primary,no,1815,yes,yes,unknown,17,jun,2,-1,0,unknown,no
47,technician,married,secondary,no,1540,no,no,cellular,29,jul,2,-1,0,unknown,no
37,admin.,single,secondary,no,3418,yes,no,cellular,25,may,2,-1,0,unknown,no
61,self-employed,married,tertiary,no,2012,no,no,unknown,13,may,2,-1,0,unknown,no
57,housemaid,married,primary,no,1438,no,no,unknown,20,jun,1,-1,0,unknown,no
51,self-employed,married,secondary,no,3973,yes,no,cellular,15,may,6,-1,0,unknown,no
42,blue-collar,married,primary,yes,1419,yes,no,unknown,6,may,2,-1,0,unknown,no
44,management,single,tertiary,no,1518,no,no,cellular,7,aug,2,-1,0,unknown,no
